Activin A	BDNF	BMP2	BMP4	BMP6	CD40L	CXCL12	EGF	FGF2	GCSF	GDF11	GDNF	GMCSF	HGF	HMGB1	IFN1	IFNG	IFNL	IGF1	IL10	IL12	IL13	IL15	IL17A	IL1A	IL1B	IL2	IL21	IL22	IL27	IL3	IL36	IL4	IL6	INS	LIF	LTA	MCSF	NO	NRG1	OSM	PGE2	TGFA	TGFB1	TGFB2	TGFB3	TNFA	TRAIL	TWEAK	VEGFA	WNT3A
CLTC	0.1375272432500978	0.1934999999999999	-0.0143656977361068	0.0324902327046068	-0.0022999254341092	0.1323189139999989	0.0071079570990573	0.036152817035135454	0.01586534632270095	0.0762227549127896	-0.0001398044983709	0.0391958607500009	0.1391840689968642	0.015421713333412551	-0.0121831941534722	-0.0588238557500009	-0.0380535100522361	0.013695385802856999	0.0579757217682779	0.09168789856216536	0.0777640518301581	-0.0018428383141504	0.18191103371176504	0.018708977724159952	-0.01228999999999995	-0.0492166342931987	0.1490411075896398	0.043343292016809504	-0.0064490275522932	0.0470185730627705	0.0899468014241575	0.0030913901864151	0.0446352470919751	0.0541363967478724	-0.020031872643143402	-0.0326873802499996	0.5918107309730053	-0.0074349234999999	0.01307741361687	-0.1308769885960699	-0.1055320378672508	-0.0202022536320774	0.0370811498417955	0.012066837877573	0.0903074840944278	-0.0487352465629147	-0.0344307956861058	-0.124712994161551	0.0163673400960799	0.0516312133170568	0.01748866296852155
CLTCL1	-0.2960930799506585	-0.11809985102235035	-0.0687115390597892	-0.0364391780602055	-0.0529820869022473	0.0022506146052698	0.004257922876568	-0.07119223319584164	-3.8859425772500185e-05	-0.0171263305338404	0.2297493175068075	-0.047838664000000294	-0.16955367845427755	-0.07434036146762735	-0.0426795000000002	-0.0105393025000002	-0.0621411750413214	0.02367721681095865	-0.1247163261292527	0.0	0.0123376113111399	-0.0053074204131885	-0.0316832417022672	-0.0148298565566773	0.002445	-0.067744606635834	-0.035194663945699	0.00693726941586835	-0.0290485325104983	-0.0331074380366294	-0.0102568170650137	-0.2714128236331155	-0.0047990392500008	-0.0160488334463224	0.13761053441442295	0.0620940775000002	-0.1363903814912763	-0.0725591039162063	-0.103586864952268	-0.0941465897629503	-0.07471408624822509	0.0108632435503578	-0.04292349581378885	0.24200774117673896	0.1193299370306131	0.0447387597499999	-0.0775085863269271	0.0095991532194386	-0.06297727174098	-0.0369960236574207	0.022310575440460202
CLU	-0.85557635921894	-0.0647006853381504	-0.2950455814019688	-0.4332176979296456	-0.05225192976863055	0.0104785000000013	0.0616385654999995	-0.01601032842762065	0.11606322027695799	-0.0138543009304408	0.7628266145258777	-0.04538589775000005	-0.0519426997100093	-0.1393471206779422	-0.0599704999999994	0.00792703077685035	0.047433070334108055	0.011322443	-0.0467072600587066	0.04857912077965525	0.0539289402985598	-0.02978	-0.0686833359350376	-0.07676850662764956	-0.029925	-0.0184856124999996	-0.0186749999999991	-0.0159787053216125	-0.02053506858243365	0.015117871403147	-0.0076766612745444	-0.4442528350813726	0.00424766800000005	0.01076388256232445	0.0675738187008385	0.0775602299999995	0.10453494525519334	0.0983961854492605	0.088807616459527	-0.1549171902914459	-0.03725849046385395	0.0161119400000018	-0.007425338739250449	-0.055322162232172456	-0.1254974324557607	0.0035019574999997	-0.0374343876433092	-0.0117089482842995	-0.0955172292295376	-0.0704739999999999	-0.0323767006151092
CLUAP1	0.1530781175544704	-0.21475	0.0180880028544399	0.0488751978503945	-0.1000167165723152	-0.1104995412655507	-0.0654655500555749	-0.033668672216779105	-0.054662802507719245	-0.0566835603866726	-0.0593039513141429	-0.15626136475000016	-0.028575316107961997	-0.20088681861073038	0.1074925000000011	-0.0090791977925599	0.0461176085292862	-0.030177651250000652	-0.0246730602829874	-0.03054995300000005	-0.0363044781185988	0.0	-0.07365216726640694	-0.0226655024353871	0.0033527088750001503	-0.15672090447	-0.050975	0.01853242532227235	-0.0262793247988488	0.1410277253346397	-0.0920949260888912	-0.2439255828860893	0.06658952172770195	-0.00716672659546	-0.040208187194852696	-0.0563116292500005	0.12146404435886886	0.2128120456613649	-0.3764617547119631	0.019382052556395	-0.03923649499999985	-0.0426119460166498	-0.02919079026611375	-0.15149183678918549	0.0158713097841838	-0.02615400977583275	-0.0756599999999991	-0.1111024025531168	-0.0815675190722351	-0.0925213555034414	-0.00788753630150445
CMAS	-0.2181342311723995	0.04943997448015995	0.0200021450888847	-0.1044999999999999	0.04534061965955735	-0.0267482025000003	-0.086038777	0.026222627887200603	-0.005892550607529551	-0.1279354510496251	-0.0014353785870522	0.005162577499999651	0.10486407824999935	-0.09469357078112181	0.0818442499999996	-0.0259971299999985	-0.10117192254606841	-0.0965940325479195	0.0799999999999999	-0.26634378572818873	0.0294032300640303	-0.0359733426151227	0.18567720426997944	0.02998052144322735	0.0008432500000000499	-0.0243894539439315	-0.0049558509451292	0.06709718799809766	0.1256271448047021	0.0360110520831646	0.4471036806369586	0.0856016234482925	-0.20055907701394604	0.0245073396707349	0.08643446370778671	-0.0520592615000019	-0.45994535759939503	0.3064733551413923	0.0190197311296991	0.0365228779648449	0.012267178011679649	-0.0457826263282203	0.0667613793671919	-0.12357424770295465	-0.11565638835315	-0.0298151150711967	0.0105259765872265	-0.1662722044484521	0.0520887236266869	-0.0081572468891	0.0259423904913176
CMC2	0.12576609695893945	0.1363663004797424	-0.0936312352522596	-0.0132712656590623	0.00236980944139995	-0.1039595000000019	-0.0774249719451662	0.0733685953389384	-0.18218643249049898	-0.0779922191009481	0.0746049360044078	0.0955333274999996	-0.01011685659103015	0.048065605013725504	-0.1032025000000018	0.0238447712223841	0.11931584317415685	-0.05446378999999975	0.1631241269735777	-0.2324139019854829	0.0209237623730693	-0.025650287621636	0.15660720517318993	0.09471379999999915	-0.0199095089272353	0.0330849794407589	0.15835472038185244	0.0024918797143027496	0.1094511424159969	0.0852917423369987	-0.2669721441229367	0.1159932950648201	0.0029989849616946502	-0.0261410121058229	0.1997525949175349	0.0106342662948986	-0.008511018257692848	-0.0883924199999999	-0.0319950837083489	0.1161949180212662	0.02789409711645115	0.2602909703484424	0.17169658701234536	0.07011073306536961	0.1975154999999997	-0.05246298553579625	-0.0310250649999996	-0.1035101197691918	0.0107484532538002	-0.0287779958481504	0.03289924135609495
CMKLR1	-0.0999392178110008	0.0876929336133702	-0.0140830000000011	-0.06968840348860995	-0.206899326304705	0.01013339	-0.0330786638569349	0.0	-0.0027785449891835	0.0400536968045521	-0.14699301717711766	-0.0319177134999997	0.07866754475839799	0.0011972392334225	0.0208604999999986	0.0354671330345566	0.030598955813158253	-0.0004400768044398	0.09196960909740565	0.07375733510130225	-0.0621346806854901	0.0082324766864352	-0.0604705570682069	0.07393608601417526	0.0316682637499998	-0.0213221687042468	-0.02144749999999985	-0.0670636840285022	0.0058503833248604	0.0492093708151699	0.1330890421186286	0.0	-0.09907915138790921	0.0165820561083972	-0.0024794188711051504	-0.1095299999999988	0.1034742454067228	1.0345875820242965	0.0260285398696389	0.0236390034637148	-0.04877043498325935	-0.0142845760983854	-0.03096270299433935	0.0	-0.0724009000000003	0.0296298457429013	0.00150704229082435	0.0292645174526056	-0.0258610894631612	0.0318122257625415	-0.0269320910000008
CMPK1	0.2514538752105624	-0.06924999999999981	0.1798137521153009	0.1238683342171604	0.044677205981787205	0.027977148771372	-0.0698215999999998	0.07863103923773	-0.09383663992929665	-0.0374639052491989	0.033532075942249	0.1232343500000001	-0.04832427174091995	-0.037701241249999747	0.0164977499999992	-0.0662573679364681	-0.0933064091863058	-0.0166570053851722	-0.0041839037251936	-0.06365810173439909	-0.0096324678303307	-0.04730135731024985	-0.1042533483963175	0.09902246248917505	0.01376249999999995	-0.0005935585824881	0.0448649999999997	0.04720215709038085	0.0408481552948902	-0.1162159361592767	-0.1458470074972311	0.2191787463574588	0.0145104761553098	0.04168784321134965	-0.01459818988762855	-0.0915948040227014	-0.3420683447937496	-0.0105510106435335	0.0964997286365996	0.055691454895359	-0.0317451508303072	-0.0589776863195172	-0.01968935111854095	0.10476408729989245	0.1053548549999998	0.0123455220468553	-0.0036202306249999002	-0.1075079094295894	-0.003708404916999	0.0312177896676253	0.016423359845044
CMTM6	0.00629832716345775	-0.1290848850826904	0.0667594611634259	0.2923878467319483	0.09951644990601324	0.0466312529999992	-0.0202272200000006	0.07205514490365189	-0.0643670783135981	0.0329919983915996	0.0413581915914278	0.0791977474999998	0.25122138228797763	-0.02276879539982385	0.0650650000000006	-0.0060806023797335	0.05466210500000035	-0.0624800475000002	0.038	0.05974961175	-0.0131432406045686	0.052433544521123254	0.6953505241492945	0.024808789924800352	0.03264725	0.0358946389999998	0.0742749999999999	0.0105841890945588	0.0640284900000001	-0.0310871121130364	0.4226740971556957	0.1044595521901996	-0.02945158599999995	0.033574305939323146	-0.0273613966205683	0.0244205230271692	0.5362122655021644	-0.3793850600000006	-0.0587745468029696	0.1291471011824572	0.06643177381895965	0.0108241127487138	0.05601041947430025	0.0150151749906468	-0.0763901602498116	0.0418612050000004	0.0552509415274595	0.0551803616617174	0.0348407028791202	0.0666410767506979	-0.030552508096709702
CNBP	-0.1277362992685002	0.1777102173621092	0.0504351813020989	-0.2853257989778992	-0.040068234606358104	0.0448921490000007	0.0237628127499975	0.08718394492884404	-0.0047884126172755	0.0280934145858982	-0.0644399457156339	0.004035476250000351	-0.0465213952206777	0.01673600117320935	0.0198744999999966	-0.0431672599595671	0.0969775000000004	-0.0358428179812984	0.0120051109238019	0.09999552925578939	0.008021373667912	-0.008573789496624249	-0.05957831068628125	-0.02157509569015785	-0.011960875000000001	-0.0924211378089516	-0.0327499999999999	-0.0493020956250744	0.0032202916635011	-0.0024448055206978	0.5304952078154823	0.0066887112575972	-0.08519789120876275	0.05961056007194315	0.015739204463116552	0.0851498925000004	-0.3360853295959869	-0.2147115047503973	-0.004530132302051	-0.0646766763637227	-0.0226002309445507	-0.0378253500000003	-0.0101524775567441	-0.1369979693462664	-0.1866075613596933	-0.0387260673750007	-0.038867159570122156	0.0445252859511491	0.0146334438996511	0.0454584324379752	-0.004593035374301051
CNDP2	0.2829598271707692	0.0889914417906094	-0.126208283457049	0.0004406973733764	0.04215033595494015	-0.0273951850000013	-0.1285321657499999	-0.015259422365725599	0.056975668506688205	-0.0271895686493097	-0.1174000996793687	-0.03661241249999975	0.0486328471743533	-0.0133545858346895	0.0631695000000007	0.1939801338973703	0.4543887123130124	0.1992633702747684	0.187627003175772	0.1060205417603734	0.0225600568805006	0.05623911906941105	0.20820746727023715	-0.00450731321706745	-0.020279734559283898	0.0145211193549999	0.047001042457869	0.0602578901648155	-0.0188072533243604	0.2092161080697501	0.076720504698478	-0.1783372412585122	0.0805299302666706	0.05480383182540735	0.07739774543693295	0.0865079404999988	0.12423616781731384	0.3187030830847721	0.0190895905317747	-0.0355755149411556	0.03759776000000145	-0.0133526225920483	0.03141829289562545	-0.06756905819706135	-0.0695142999999998	-0.0275996725000009	0.0610004658293055	-0.0324808170718995	0.0401403977463701	0.0550319724287955	-0.0297175436072201
CNIH1	-0.0984689931156381	-0.01538971570142425	-0.0015845221668566	0.047766056173629	0.0306712886926376	-0.0360752600000005	-0.0177748050000001	0.10011022659152011	0.1500924612333105	-0.0884974547533001	-0.0297751364216285	0.01949051749999995	-0.052995357947507704	0.09564262257750811	-0.1054220000000008	-0.109961482526387	-0.0850942553722129	-0.052862667500001154	0.0994193693837433	-0.0711539745708038	-0.0203078795241999	-0.03374618318440745	-0.07997823913491416	0.0295493091101191	0.00532924999999925	-0.060180712815967	0.0526700000000008	-0.06784620422543935	0.0012887588040699	-0.1018683631235894	0.6153905790366014	-0.0945573238032349	-0.01606153374999985	0.03416781413455135	-0.008211647554074549	-0.0059560000000011	-0.528099417133419	0.0084289754999999	-0.0460704440032149	0.0848461656552972	-0.017149962938956848	-0.0193148311613935	-0.03975965902842365	-0.047967236030099294	0.2620106401388362	-0.02629250461200965	-0.07491252963291205	0.023028606342299	-0.0451110434291504	0.0574776684498452	0.028942779904641502
CNIH4	-0.1991577322820994	0.0984922559208998	0.0112367561807902	-0.2694522301620283	-0.0948916380761657	-0.0313339949999988	-0.1997878020042769	0.0001555734937110499	-0.0316768758173853	0.0423089450748896	-0.0621226175492655	0.11833515999999994	0.028173182500985647	-0.07971535316393599	-0.2086915000000022	0.0014997653336781	0.09624374555739204	-0.0526269839897404	0.1568461499999998	0.029858001388001147	0.1070830458071369	-0.0137502376207152	0.15903548504894388	0.0016977449999995495	0.01363349999999905	0.0056462387865749	-0.0063599271323813	0.07773169186605836	0.0179780125305555	0.0880440055572027	0.0364522660125938	0.1726808667328216	-0.15653635528477644	-0.009669967606412	-0.01851841286983985	0.0225347424999995	-0.0597820313254463	-0.0606622177006492	0.0865838125164701	0.07852913385083	0.0579420388603932	0.1642498401383862	-0.061781716105832	-0.0537470867729854	-0.0729830727171894	-0.0456543854737656	-0.0431759503731035	-0.1904129185359311	-0.0213735056685226	0.0194684999999985	0.0005413410970352001
CNN2	-0.0048608795622353	0.0885	0.0013649999999998	-0.1075616468735987	0.09741628980644984	-0.0284298414999994	0.0890473050000001	0.10850153122378664	0.06254576652426465	0.0388990727337743	0.0724293127814323	-0.1653224837499998	-0.15777912158404472	0.03489361194239985	0.109940250000001	-0.1247116724740502	-0.10851416703257111	0.10655041036507845	0.3815282370885917	0.22609888984163495	-0.0695242413839718	0.0331078067786303	-0.0807686118175796	-0.04197123416378095	-0.01261174999999995	-0.1603663840000013	0.1405699999999985	-0.01196365396903085	0.11830799457497759	-0.0579991212627	0.075676042416747	-0.1854226307005033	0.11715122500000061	0.0180694902667447	0.14934073980465173	0.0981265000000028	-0.07172936081114445	-0.1795340997894996	0.0672276377839709	0.1206153969008951	0.030992477252183	-0.2164786273555945	0.061749679924205644	0.1049854708078745	0.4021559999999997	-0.02472629554665405	-0.05257905924035275	0.0599159814473981	-0.0497677416118094	-0.0992959871656546	0.0113237953172005
CNN3	0.2556866396247468	-0.048000000000000057	0.0161365448255441	0.1184019608803508	-0.0131755961252606	-0.0802079999999999	0.08840911735441075	0.027480736422107	-0.4219793578435054	-0.0016756638010306	-0.0104983656500863	0.19377967712592795	-0.00276504741835625	0.01892962025712255	-0.0016867966791147	0.01134295738439745	0.0162977317678851	0.039321771974241554	0.0218631071016903	0.01696617319740995	0.0294589126864941	-0.0090324932005699	0.015299799017445	0.054249363369598805	-0.06360719259983985	-0.0597897097197996	-0.0013375301178144	-0.0175973319728495	0.11142129892699555	-0.0411421571143399	0.3023888804905095	-0.033328176066063	-0.0437921375305747	0.005281997332904799	-0.00875328171954215	-0.0514149999999995	0.02685565001855095	-0.07473161039634289	0.017738588237584	0.0479318512838489	-0.10753141311248354	-0.1896030664305188	-0.10865703442210065	0.2603038304829805	0.3292966867023708	0.03276294949999985	0.029582119921165502	-0.0014171703637035	0.021513090789524	0.2124252376680004	-0.0155336870567119
CNNM3	-0.1876572245059398	-0.0584999999999999	-0.1685813025602431	-0.1740410247365291	-0.30866491722685735	-0.0217475474251998	-0.1930424813421303	-0.0970524962134062	-0.21443281158390415	-0.0406396127317987	0.0675873007105511	-0.016908127499999797	-0.3550580204936338	-0.11423503455193379	0.0566476726525966	-0.101799999999999	-0.1386729356896516	0.0067114178750005	-0.101150214286195	0.0	-0.1752622941489292	-0.0232851635665447	-0.4585981044705749	0.0135774736197502	-0.03008697500000055	-0.1864603985877716	-0.1527035492630686	-0.0673794407604696	-0.044685957428167104	-0.1917376882993453	-0.1842953823794032	-0.2884311828992754	-0.0151992000624995	-0.11474508571829875	-0.09548064799809425	-0.0279631944999998	-0.1834249473486237	-0.1963168653144604	-0.0441012143083972	-0.2920385266694205	-0.1958384631295553	-0.0850448698357699	-0.1479842529005117	-0.0801866621346985	0.0474383778696361	-0.00812332587499975	-0.0921838592215311	-0.081749754196176	0.0011600777996303	-0.1044544913715905	-0.0935353705622965
CNOT2	-0.0345923242003713	0.0345802317101457	0.0061665770216263	-0.1002839593772795	-0.01860021328888045	-0.0474212095220893	-0.037791574999999	0.02383984941117015	-0.0620438735752442	-0.0613991419284794	-0.0077131413684554	-0.09886168904695865	-0.04082042388605035	-0.012008572845657602	-0.170069999999999	-0.0062209565154107	0.017019960429501102	0.04851973688327345	-0.0358411789641821	-0.06302437474156261	-0.0319829290530817	-0.06347691950505965	-0.01254613716954765	0.023540058656243902	0.024542500000000002	-0.0272938113794989	-0.0451144984336258	-0.0329557600601502	-0.0306530031322984	0.0281153671313489	-0.0322403370002084	0.0673868397298749	-0.0172478577570729	-0.0053400000000003	-0.17240138967824276	0.0692099999999995	0.21779725835137226	-0.0927855472065966	-0.048405792594389	-0.0274437998009129	-0.004151621948403652	-0.1329737612535311	-0.01628642766839825	0.0069936703144728	-0.0014220390804453	0.028263985509181654	-0.00448682550401355	-0.0673057816212541	0.0030122350562447	0.0057911308203451	0.0313312837586301
CNOT3	0.0169371391140238	-0.07812068496553004	-0.1116465348315793	-0.0291663316655519	-0.013613856036774648	0.0226394754999983	-0.0936135559999998	-0.033316187795829205	0.007736714410536251	0.0539285430903899	0.1259097098325234	-0.0845251525000012	-0.0491837381405857	-0.011915053747219649	-0.0951335000000002	-0.0412285179999996	-0.0010589955	0.0131998244986819	-0.0872965944363199	0.00354483400000035	0.0400676732591103	-0.00272680681229495	-0.05939396128912315	-0.014420521367458802	-0.03520406899999965	0.0493619268809175	-0.11815	0.03686115684695275	0.0428001090060403	0.010354310034609	0.41570151390078	-0.0383888292043095	-0.021442135542769948	0.0333347894484318	0.09112143156226235	-0.0716999999999989	0.09561270200479455	0.0242580504799003	0.0603849454956808	0.0161022250470701	0.00781571399201025	-0.0155281939493123	0.05530246072687414	-0.0259505048753312	0.0	-0.044402322310175255	-0.025430293425747347	-0.0096463767874457	-0.1329824725407498	-0.0426686216458751	-0.0206458742036346
CNOT4	-0.0697430145360042	0.028247082323364	-0.01966537966518	-0.0883917202744477	0.062048342238251356	0.0998638379999992	0.0103489850169342	0.0548436051718479	0.063713444720717	-0.0441604343392234	0.0966939207159018	0.05196183803153785	0.0125415104756163	0.1063080538648151	-0.1233034999999995	0.01954857756040805	0.0040192010000001	0.07865839959484765	-0.0584784652657282	-0.00483232747933315	0.0668768838799502	-0.012385976768377601	-0.036374848960817704	-0.035660779730820755	-0.00419892499999975	0.0598876178924801	-0.0097123021461502	-0.052607501934504294	-0.0297498704547898	-0.0256223588787323	0.1723446051634569	0.1357992175376865	0.0018839724999999	-0.0236554267603246	0.025500871792716102	-0.0009637575000009	0.44727386506918076	0.1589189322605104	-0.0180237701923386	-0.0498340713492648	-0.06877443432042035	-0.0392549999999989	-0.0183249545102946	0.00098732588959955	-0.0195268747150398	0.042875033467019305	0.0786284747912949	0.0373872816542144	0.0169731675278894	0.0236697557205507	-0.00267865170014485
CNOT6	-0.1298945980173407	0.0719031878146694	0.013345940549275	0.0499142895699797	0.0540553017500005	-0.0457345290000006	0.0468818750090305	0.00297441976850285	-0.005910171335421897	0.0121829366916754	0.0659833484679275	-0.04347176999999995	-0.034067639811750504	-0.10253664475827315	0.0992510000000006	-0.0474800310726277	-0.0903130069165072	0.058756633076193	-0.0857469885639083	0.017477280663677153	-0.0098123973912898	-0.023037622133913548	-0.01748400623089915	-0.0008337226908148135	-0.0051927499999999994	0.0258568339999998	-0.0481548231593471	-0.01405617901439625	-0.0101373320664635	0.0199874181780597	-0.0797607886697282	-0.0244185525932167	0.0021919816155549	-0.02166286172426	0.00863733166236195	0.0408209999999975	-0.27024933850028743	-0.1043400000000005	-0.2122202236081101	0.2636459214148325	-0.09466055026454501	0.0493705388605194	-0.0372091270174595	0.02978793775750515	0.2279838119999997	-0.01038499132265565	-0.04478393846439975	-0.0093241666462091	-0.0239295990669017	-0.0086861272927496	0.028481633876066902
CNOT7	0.0852817459153296	0.01644986943222125	-0.048010557024094	-0.1449996851059136	-0.12759002879204834	-0.0335084999999999	-0.0581557622372006	0.03315211673662815	-0.080583103968105	-0.0646845933316999	-0.052151282051108	0.05393277500000025	-0.28448944867762926	-0.011657406546129649	-0.0430027474730656	-0.1102344126156005	-0.1104314571330231	-0.08588280372268994	0.0323611249999995	-0.0670854545394088	0.0563604720890253	-0.06895106138417209	-0.014589048126482096	0.017490442635974497	0.005995	-0.0959492497043577	-0.01925	-0.010497674080490599	0.0319304888914406	-0.0257461467686894	-0.0489566466900655	0.0656398012070762	0.0160316303565011	0.009535074035245499	-0.0685475684519696	0.0313000000000001	-0.3582937570398177	-0.1532935569999995	-0.0162549134592056	0.0486475010989844	-0.0710531512319008	-0.0264862444308984	-0.0386309402974678	-0.03728361915906815	0.0906660549999998	-0.0560221907500002	-0.03583308211852105	-0.0796461086787108	-0.0315186547026247	0.0233097519365159	0.01689137499999955
CNOT8	0.0787600351776482	-0.042775590586800694	0.0855765885127972	0.0528624738954401	0.21031645496282625	-0.0356486642520383	-0.0351788530000005	-0.02848393350871295	-0.007501014493676051	0.03248718220867	0.1422722619920904	-0.01674209112499975	-0.5148835196866159	-0.0975171736245823	-0.0884945009326974	-0.0228511452900663	-0.0715369482499976	-0.00223905682207585	-0.1383413257716732	-0.004966693999999649	0.0	-0.056094197640945656	-0.0485965637826528	0.00734149612285815	0.01497649787500015	0.0124714135156605	0.005725	-0.01161577870782585	-0.0165045979999991	-0.1163797230729013	-0.2664185538277928	0.2366536326057851	0.03688964680158465	-0.061436885648110395	-0.25951382502439374	-0.000715	-0.148908172256789	-0.3902974999999991	0.0238709728351995	-0.0441607547860991	0.08685969338704949	0.0116873855383872	-0.08744038409187335	0.0255893295157225	0.1370190948645007	0.18918763505387098	-0.0286234859136205	-0.0725147092816307	-0.126984454435302	-0.0228724178469015	-0.0003556691870423502
CNP	0.138990302271301	-0.2420503000843346	-0.0306096010408936	0.0303643925073249	-0.09154327582381855	0.0066047180000001	0.0441680940000006	-0.026286226931332198	-0.0804429783103024	0.0239464175817252	0.055259537488375	-0.03975238524999985	-0.0774164020569578	-0.1622872001053579	0.0847559999999996	0.4232153786902888	0.07209911237953055	0.0918800514415926	0.205806732453512	0.0265023541604689	0.0387938049350946	0.0370009652043012	0.0158630654117076	-0.04376250893259925	-0.02018875	-0.012173952559253399	-0.0671923547035797	0.17605590316797243	-0.0002604477932539	0.0834666159999013	0.062383181099993246	-0.1077452465870898	-0.06611981577604005	0.00920173191895475	0.015287167134462501	-0.0736978250057216	0.3757621515724025	0.1394114183980428	-0.1423010848843287	-0.1082942582345949	0.0729264439761863	0.0112598098678446	-0.04162027556326815	-0.06138862883068705	-0.3177367021209365	-0.0194749920000001	-0.0082229304642202	0.0261982470416022	-0.0794871421704606	-0.0687228125438106	0.00190761489892035
CNPPD1	-0.01256002599750315	-0.0123539694604517	0.0140411096857038	-0.0139964021442615	-0.1216241458395117	-0.0388678919999989	-0.2009516513603122	-0.0584576021870502	0.0411450534733515	0.0274993421819176	0.1127311167122009	0.053334509250000356	-0.0054780503975863995	-0.2043264837041081	0.035349	-0.0106479999999997	-0.029546664305890098	-0.0689082612500011	-0.0911707169233038	0.1017443324765201	-0.0167262332202424	-0.0155924088497921	-0.1075929088915763	-0.02746300607418975	-0.01384999999999995	-0.2197089707699999	-0.008780126591308451	-0.0510314353327037	0.0316653598542471	-0.0535213800283553	0.8627855257466646	-0.1172819194747711	0.1037625925590495	-0.027267131342799	0.0237702350134441	-0.0455487611396039	-0.17879015433226392	0.1076712783143962	-0.0752758082644646	-0.0578093840722333	-0.047023710416138155	-0.0235022370185049	-0.03247246914414685	-0.05130960893942115	-0.1601159999999986	-0.007986783460499601	-0.0635396630000002	-0.1417394843278918	-0.0204535707158495	-0.0408577346658223	0.04497659479129455
CNPY2	0.0353069636070984	-0.05215616841970135	0.1177327862729633	-0.049326367751715755	0.0538400453645486	-0.018986577285654747	-0.03966340032777	-0.132170079446894	0.03834723666088695	-0.0535703855735496	0.0231152760541117	0.20132975250000035	-0.10151550466183751	-0.1032533327805657	0.031881000000002	-0.01249058242351175	-0.071669953493416	-0.0756070424999997	0.0850486556333947	-0.0720015017184767	0.0702477958069565	0.00688332937500035	0.2143401490417148	0.00646516267573545	0.0167308749999994	-0.0351213135520853	0.092375	0.09949941394840986	0.0663299369845908	0.012716147732730203	0.03572659576288175	0.0581029545635685	0.0029023169172033	0.035284975683286	-0.028475989433339052	-0.0293535925000014	0.06156034106894605	0.005566485124524952	-0.3356888089784125	0.1198233970718032	0.059317	0.0871499057428213	-0.0673675839068589	0.0038040845280722	0.1224030609798241	0.0146809426281562	-0.0033177867915954	0.0281040398175305	-0.0033116535740411	0.0675873588449809	-0.0509008983000374
CNPY3	-0.08442009611660055	-0.043766920318915	-0.0023625311864439	-0.1867929307464076	-0.0992912880579637	-0.0851588217499994	0.0117648707290634	-0.05735561701337305	-0.004733362183987349	-0.0796281768403943	0.0176650030580791	-0.0509108239999993	-0.7744508650560135	-0.1577086485014156	0.0732959999999991	-0.0336218370191474	-0.12553867457992204	-0.0337440854999995	0.0582087820414978	-0.09938436274279899	-0.049589453518644	-0.10966464025048189	-0.13730540891341225	-0.06461441692930281	0.00443975447540975	-0.1382243698494791	0.0175713369366787	-0.1386024098264187	0.0226020073209589	-0.0904119874398396	-0.2471910153229242	-0.2701440573061067	-0.0252608428695344	-0.1276375498012987	0.0015993326509132	-0.0625555433149553	-0.4635576960640382	-0.1766110654999999	0.0880601238821157	-0.1321720701892843	-0.06692724737499905	-0.1809654999999992	0.02392772768029155	-0.056293377934481054	-0.0825794735009814	-0.02556804412499895	-0.0539652253824698	-0.0667963088581604	0.0523835886576904	-0.0375026754463667	-0.0521445628287797
COA4	-0.1162052615357254	0.168421148281368	0.0019300617838382	-0.1662325261173087	-0.02613502880801815	-0.0502883770000011	0.0349911570000003	0.038112374293443246	0.01650147830257345	-0.1586350159042107	-0.0943639805417824	-0.1141268879999999	0.0680880440613274	0.034356736466128746	0.070101000000001	-0.04291361838031	-0.05681761224050595	-0.1052798812500013	0.1801512499999997	-0.07767960736787821	0.1280756289939617	0.0170682993407549	0.057256122015404656	-0.017876817283172	0.01105649500000035	-0.0017028271699413	0.14082	0.1595776208035365	0.1119483281773745	0.1368091240162599	0.2425436350510965	-0.4433853773442165	0.0225978452265249	0.0631892648968026	0.06563502059158785	0.0403458899999975	0.3380705319809621	0.24300743784665	-0.2415631849987001	0.0665909083659554	0.04356232902101005	-0.0312541729838402	-0.004943738931108898	-0.08425751034995915	-0.0342452373613095	-0.27279288986845035	-0.0480749371800257	-0.0761183428946807	0.0617177014495791	0.0033324044584883	-0.0746687339833971
COA7	-0.37041985850769255	0.029346466	0.0251641749524704	-0.48	-0.3157789780217568	-0.1768519789999985	0.1100348064999998	0.050788702041754105	-0.0212573971064867	-0.0209940354075941	-0.3117392749125818	-0.18588618874999918	0.011785283765201049	0.055276987176534745	0.0723469999999988	-0.03170611281435315	-0.09170943710332086	-0.00746245875000005	0.2155818892195556	-0.03501924949999965	-0.0075499691022695	0.06562713865900299	0.2955596396196849	0.0008112892119722503	0.010888	-0.0522562181752173	0.1189950000000001	-0.08529779895149969	0.0730095332107039	0.0238352458582351	0.2460128297162613	-0.3973354975453845	-0.0140916059377631	0.01724459900230085	0.12308757224801685	0.0266400000000004	0.03345459910604445	0.264864363	-0.2576819057490249	0.2073304216258744	0.04407913283174465	-0.3123111977244308	-0.0146192023342624	-0.06732814498098036	0.083131800000002	-0.27944431296083033	-0.05211322139751415	-0.003145911490491	0.0305708332421943	0.0070383322943274	-0.03924257109140055
