Activin A	BDNF	BMP2	BMP4	BMP6	CD40L	CXCL12	EGF	FGF2	GCSF	GDF11	GDNF	GMCSF	HGF	HMGB1	IFN1	IFNG	IFNL	IGF1	IL10	IL12	IL13	IL15	IL17A	IL1A	IL1B	IL2	IL21	IL22	IL27	IL3	IL36	IL4	IL6	INS	LIF	LTA	MCSF	NO	NRG1	OSM	PGE2	TGFA	TGFB1	TGFB2	TGFB3	TNFA	TRAIL	TWEAK	VEGFA	WNT3A
IFT88	0.4062216336663926	-0.0997775079386595	0.0040219602449482	0.0789029270577694	-0.1786461757765805	-0.0196774779999993	-0.0955776599822306	-0.0159514946539207	0.010978415290271451	0.0299487663543978	-0.0985779346659789	0.07160417374999989	-0.06444833998814405	0.02430502712170155	-0.0264289110903381	-0.0567705981788293	-0.0958420930386703	-0.08897269408737579	-0.0652570240057754	0.05711948499999995	-0.0716130788893085	-0.16945165686288494	-0.01268682000878925	-0.052151555889348555	-0.0706722751819327	-0.0653574822063998	0.0293188234068706	0.02270992850000005	0.10467217548221215	-0.0364440877064777	0.153430797708908	-0.1797967893560406	-0.10854893549351045	0.01726181568357215	0.00438429218037625	-0.0016000204999997	0.3119854333682507	0.19505823263294744	-0.1836701191539047	0.0483726983324648	0.03157470262500055	-0.0434162152365211	0.045676490751969945	-0.1332906448396276	-0.1212637441798953	-0.0401092533081628	-0.084685412681928	-0.00921055341693535	-0.0799696907335301	-0.0285768109533979	-0.0363446306250007
IGBP1	0.0986886976442296	-0.1935886484023204	0.0948900000000012	0.0988974089339613	0.02487007574467355	-0.0196486109999991	-0.0535214599999998	-0.0956247736078639	0.2135968224380282	-0.0445136188097574	0.0017014208755217	0.0366416624999992	-0.27495828691927104	-0.11619463573856965	-0.0403029999999979	-0.0557353599999999	-0.09296744622537376	-0.0097080335514277	-0.1433169149266682	-0.0662220123543622	-0.1944735233450912	-0.0675776659305884	-0.4016778412454478	-0.1219416188715962	-0.0038749999999999497	-0.1372272504295235	-0.1538499999999999	-0.0206321023539104	-0.0076074790000006	-0.1321711521394704	-0.2236470754441324	-0.048357670963675	0.1251610881777683	-0.03364791056324985	-0.07246113217333855	0.0568367449999982	-0.13567542652745235	-0.173677131	-0.0031322307746801	-0.0602429503845631	0.04262769074740985	-0.1442216662518429	-0.0716540267361338	-0.0939081526716041	-0.1547350000000023	0.09525987942727229	-0.04722325117639185	-0.0402965229704008	-0.0331568575460004	-0.053269795568811	0.06815892025207355
IGF1R	0.0782199344257748	0.015155621769789997	0.0285413293106993	0.04739411162205835	-0.033443416825814004	0.0222842609999993	0.1288491380033996	-0.008271996728418801	-0.3559349808408341	0.0169600884897453	0.4113953686889573	0.03704991775000005	-0.1815791762192993	-0.0650983938988757	-0.0449850000000005	-0.047253187242318	-0.05734048725667145	-0.05571591824999925	-0.2077218535350606	0.07550406066493615	0.0210650138599106	0.0019	-0.39536026323185774	-0.043650886405574005	0.01170874999999995	-0.19390877967462566	0.009183682668735	-0.062416859947066555	-0.0447469328032017	-0.08534656913959	0.07715633244474454	-0.2211651179524448	-0.03604168673164715	-0.0355325991149504	-0.20691160665469205	0.0159392999999994	-0.6160245767700674	0.07551290001485936	-0.20799077227546	-0.03762655349222	-0.006030729524995	0.2352512493202559	-0.0816983742327401	0.1776689275489569	0.4210166164999993	0.04527342100000025	-0.0340618360736328	0.0030873887198552	0.0221847104943799	-0.0232397593940185	0.03215867448701055
IGF2BP2	-0.0498316559959137	0.0270403020465401	-0.0862159371315005	-0.0521133912609872	-0.28464650374184863	0.128019	0.0344252849450352	0.06739502498037714	0.05747227906219045	0.1488397130361494	-0.0160849099756319	0.1976794110000002	0.05087503024402545	0.0873307991827565	-0.1137455000000002	0.022561516779438802	0.09827425862500044	0.01621497	0.0449219886403913	0.1252172234681561	0.1029090801374299	0.09581804812946965	0.0	-0.059594731806332554	-0.0041282284999998005	-0.083938032743239	-0.0127090831336111	0.02817549089498755	-0.0940863105501002	0.0021728118276858	0.0961567233898309	-0.2845675673834371	0.1620093925925605	-0.0473776283523519	0.0461446282423474	0.0134371622499998	-0.0011004347083013975	-0.193865484841369	0.0726805093751261	0.0161535463543498	-0.0690886663442613	-0.1225704978989075	-0.044191793406074195	-0.018143758862171552	-0.0619616327499983	0.0729032979999999	-0.014412570840121	0.1138900385309344	0.0121407573274812	-0.1004376205867707	0.04471224244285695
IGF2BP3	-0.4927733406945016	0.046820742357327604	-0.0495298151930203	-0.1732068076074644	-0.03224932467062305	-0.0160889949999987	0.0689473874999992	0.0209815138726683	0.022925032224526652	-0.0355708310439446	0.017979728078858	-0.07519162724999925	-0.04817738273520195	-0.045286492184843194	0.0052604999999985	0.0678988434742189	0.03836771361864885	0.04787878749999925	0.0717125000000002	-0.059018331351297595	-0.0347569423711808	-0.08120005105092404	0.0	0.00102642220551275	-0.0506010000000003	-0.042134615000001	0.0025357996887298	-0.0975520292111249	0.16749953619407076	0.094248727326061	-0.0070162554593814	-0.0310268956206245	-0.15221291080591254	0.0071865857634787	-0.10595206563785575	-0.027994451665668	-0.26501921805257456	0.0520714941389695	-0.0583157724039304	-0.005286489678415	-0.13706711123636325	-0.0153199999999991	-0.048223528241512895	-0.0069527606417667	-0.2807586099999994	-0.0153535547499998	-0.0600016083292498	-0.0632117609063955	-0.0657658085492389	0.0278780071298854	0.02848039731940585
IGF2R	0.0153479506095737	-0.0226789702819291	-0.0739556824487923	0.2629192690277673	-0.0158948784301911	0.0429321997395177	0.1389702022222301	0.00448034297708385	0.1239706232143036	0.0504925656246557	0.1161696200581792	0.1481904833557956	-0.113845359189074	-0.08870279381321185	0.0693996873022193	-0.0369486716995726	0.1748329367099033	-0.0721193825000003	-0.0372283564605808	0.044212440113890555	0.1633275686245401	0.0013289213304501497	0.1516352377302843	-0.0162910770798179	-0.0156490976347618	0.0311619247763861	0.0571164143445184	0.0200186049144247	-0.0860120284447898	0.1529075089158986	-0.3870979019477057	-0.0534654983403655	-0.030766614780858	0.051778848224656795	-0.0811676121446378	-0.1354811550000008	-1.1465298243108408	0.5994230647325276	0.1313530629248944	0.0101489560651319	-0.00800799948825045	0.1343692081198924	0.026469981833687303	-0.07280227243525464	-0.003201615	0.0713266204045388	0.019460562969513248	0.0447683805925454	-0.0128917009086837	-0.0150081856539374	0.0092837060376016
IGFBP2	-0.2770248812004468	0.0787239653265282	-0.0183878336541027	-0.3905711280423501	-0.06817537113662815	-0.14935904484825935	-0.0423509584999997	-0.05635998044680465	-0.0875271823066501	0.022800202547075	0.0254066001814798	-0.2162454450000002	0.0	-0.11796786723204813	0.0471570000000021	0.0	-0.05003784600602665	0.0861148199999988	0.0992813734217712	0.03858256722245245	-0.0423656795610698	-0.0137	0.003545211421005	0.0156921550143298	-0.0133178389999999	-0.051012764216002496	0.05731	-0.0400380434573564	0.0319579450000002	-0.1031783867117299	0.1407842155983116	-0.3406553029562673	0.0178970328748128	-0.098368763226881	0.05620191500738775	-0.2035858249999993	0.22194828773479625	0.0978474379681113	-0.1280095132330601	-0.1086717478403489	-0.0382829075000006	0.0902666546226562	0.07355744478392576	-0.06515968201139574	-0.1864463000000009	-0.050903639209800955	-0.04358784885085405	-0.0430220193433665	-0.0257009749008005	-0.0408364377627794	-0.05729564551042535
IGFBP3	0.2266211992530804	0.007124999999999999	0.0997174938361507	0.6417388543778819	-0.1402660547018417	0.1084531710000007	-0.0280087617500006	-0.1804086923903556	-0.08446659497048756	0.0149122192223849	0.24999760494950696	0.11980914225000071	-0.0198331907531288	-0.1615498102683976	-0.0238242500000005	0.0252969539999989	-0.01040722538011425	0.1983337022499984	0.0245538999999999	-0.00172874425000065	0.0025893978663651	-0.049304298187437604	-0.02233166192611245	0.06698835176437165	0.048203245	-0.058671338291496455	0.14034250000000087	-0.01026502409499195	-0.2481175135	-0.0067102578811608	0.0149471677220622	0.0267659358106886	0.00926946060334045	0.075079994352724	0.060747398311380346	0.0497222472534559	-0.034267596887385496	-0.0885039107550187	0.1999461933031544	0.9638952370500228	0.190424621266851	0.1843137590000001	-0.037230348934792046	0.0976107966264223	1.2767118145690244	0.007493142000000801	-0.0036247477637275996	0.0419167211508939	-0.0480012973943351	0.1998245885899785	-0.0660177386377155
IGFBP4	-0.5435402301460464	-0.0390257647570802	0.052529999999999	-0.0713245639991551	-0.03081766325000045	0.0184615360000002	-0.0542598539957524	-0.06957986751913675	-0.23228933364558746	0.1241282570444592	0.0606230371473088	-0.14856526250000046	-0.02119740901725945	-0.0072605975439596505	-0.0015804999999993	0.0856131875000008	0.07430527501203074	0.10282047807190105	-0.0623809694663264	0.3681627440585997	0.0409317020722204	-0.04035597387477515	0.0756776446523366	-0.1681777537207507	-0.0587828083754727	-0.071703506026381	0.12035	-0.050268513035377	-0.0245121087617095	0.188184357127767	0.069640432897776	-0.5466892859234962	-0.0088781566689144	-0.13632114449038174	-0.0298026067104881	0.0651310399999989	0.01835661575185895	0.5189989484112107	-0.0829128447288205	-0.1999617236888404	0.2161219271196301	0.3169760477918402	0.035606744802632304	0.00330421341279935	-0.6705095000000014	0.055489780999999655	-0.0685921480301523	-0.0017707314031198997	-0.0699107810132799	0.0178320011742503	0.05901649631582545
IGFBP6	-0.1193934297935582	0.0315700790008699	0.1032893647947013	-0.2443015435618507	-0.20913284941732566	-0.1393318054999994	0.1394968617168382	-0.02626680221601725	0.568131498863025	-0.0073334367273103	-0.0767407839122711	-0.04978816074999945	-0.0100870628633344	-0.120894766158055	0.0784005000000007	0.0	0.0	0.0045322139999983	0.0	0.0	-0.0510645472230102	0.0	0.0	-0.012910775767125848	0.029115000000000002	-0.07175217506724621	0.012998291087960401	0.0	-0.0248739999999987	0.0568715195246838	0.067348581851574	-0.0455625773804437	-0.06821446071193454	-0.09110217123991976	0.0081013061615409	-0.0762500000000008	0.1337001624522064	-0.2127164151166795	0.0604211626589297	0.00674637018282	-0.00993750162404175	0.0288971622638252	-0.00729191141718075	-0.17654628017897955	-0.5905548152052997	-0.00447242199999985	-0.0024463690375906002	-0.0294698141234981	-0.0283040127827991	0.0296085000000001	0.01714136401663375
IGFBP7	0.1525275055587522	-0.0320304359404915	-0.0198442794989013	0.867	0.1339169543527729	-0.0422790149999983	-0.0508761919999996	-0.0424321928002653	-0.17189366009921908	-0.0581169914700447	0.1059791999778738	0.01380918900000075	-0.38688850083083703	-0.0882588393763705	-0.0297840000000011	0.0256464365098008	-0.0211212494419905	-0.03893856374999945	0.103272395598025	0.09284624605970035	0.067522713276825	-0.06030448647715755	0.0	0.0170803770494938	0.0603609500000001	-0.0280143761695966	0.0139391909578738	0.052774541070555105	-0.025988334808076295	-0.0666599693993994	-0.0054666229159019	0.3954952610342017	-0.10422336963460971	0.012548001342533352	0.1180137725731631	0.1396626867400989	-0.10873741042430875	-0.2092550000000006	-0.0217409599936151	0.1589914650345898	0.1293632126169823	-0.1398899999999994	0.02872175261640785	0.2491774967501996	0.1669240419959621	0.02237872649999945	-0.0076229157303344	-0.0058970791746862	-0.0630032662730091	-0.0445336619093037	-0.02124732281037595
IGHMBP2	0.0524185340346896	0.0303310759696415	-0.0022852902026198	-0.0538979814404139	0.06988435336232166	0.0250915450000004	-0.2648752514072352	0.0249312133195759	-0.0548556509792721	0.0032070063307187	0.0963225389711972	-0.07539211199999896	0.20033152083955474	-0.0009331545180006999	0.0103229321809179	-0.0202218790873178	0.00757247524999945	-0.11382738478512425	0.0086986810652431	-0.008032064246119349	0.0339144520121159	-0.01513290377325735	0.01626295176072365	0.014348244131855752	-0.007175000000000049	0.00740770123011265	0.0406	0.0219888172340653	-0.0010608805363849	0.0242724393972704	0.1235224199503886	-0.0119478533044481	0.03787391897805145	-0.018727689996257603	0.07569138324801145	0.0184266675	-0.15514193368337545	0.0185294089450405	0.0268385146232192	-0.0045990659431698	0.03324854753553635	0.0846851127075691	0.014556877880921502	-0.0030000000000001	-0.1237381150000018	-0.03583089794415875	-0.0022571765018768	0.118202117325036	0.0677390428234305	-0.0557773962734167	-0.02281884092292555
IGSF3	-0.1515811334914589	0.005	-0.0641018624026967	0.2661492933134948	0.0203562724290038	0.095413015250001	0.0356805619999995	-0.10698490778442535	-0.097761384299563	-0.02091320809419	0.6380386769681845	-0.0221784362499999	0.0568065188016895	-0.1030621527626667	-0.0144722499999998	-0.0104520809810382	-0.0682440000000008	0.0354429182499984	0.0727617526546176	-0.08566638725093201	-0.0469496198240202	0.1620126434020807	0.0	-0.05089879671421865	0.01008750000000005	0.049771296812902	-0.024560249422266	-0.016936151658958502	0.0073419753411679	-0.0133138781481179	0.0320380312014725	0.1148974832617568	0.03999139125137045	-0.0065844505491479	-0.00598464243602455	0.008538843000001	0.00372095838271775	0.0686381189895777	0.1965170989826732	-0.0086031373766148	0.1575639971411955	0.0975392250000002	-0.0727767196570248	0.1203337472109114	0.0613454264999981	0.003982835875000449	0.0597828342429935	-0.0647133186054897	0.011331611321685	0.0227600297990848	0.07874190185718
IKBKB	-0.0196644803790704	-0.1611767977029856	-0.0564974713342252	0.029449286979600697	-0.10286489190931464	-0.0307418860000012	0.1688621493291195	-0.016439168735844	0.004923189973821801	0.0151554576932242	-0.0388647471789394	0.03597016437500005	-0.1461445056630843	-0.05337464398283705	0.0780252500000013	-0.0045519493475945	-0.0261552973390495	-0.03531259987499965	-0.1188074300400299	0.07159500182416775	-0.0906235748299657	0.0205470048737896	-0.08435924685602475	0.0167691646111445	0.03083059849999945	0.1054624046973451	-0.0316302810910213	0.024060665883054402	0.1326460070000017	0.0190943713496443	-0.0751834767541663	-0.0037582028444251	0.1202864940894752	0.01870731342186125	-0.0689583097180688	0.0492899999999991	0.4447853756083533	-0.2581386719999994	-0.0616384914163195	-0.0594787592609398	-0.01793409928273745	-0.0781236414908388	-0.11789050270868025	-0.1223523123421035	-0.0965849875037512	0.0043811789999992495	0.039741428370874396	0.1263035171917277	0.0878563548233497	-0.004133953751948	-0.0111511688097105
IKBKG	-0.0042066204905155	-0.002949009879874752	0.0156999900039416	0.0221269954063831	0.0027387868500916503	-0.0665775474999996	0.0320452486636906	-0.04428437237299195	-0.0175809843469608	0.0611159999463417	0.098198606401751	-0.12365693348928716	-0.04446717887720915	0.0040554112224753	0.0510113780065808	0.0109653559522922	0.0373155726249998	-0.02915085099999975	-0.0701473185621859	0.02611650960030375	-0.0313586302458217	0.0362603875977912	0.03606961327369635	-0.0032855610999646	-0.0016559674999997998	-0.0182045953775906	0.0585698961873664	0.01270396608683705	0.0512510902403313	0.0247820026841728	0.0540309732348076	0.0061001995364176	0.04759465483417765	0.014609788643073	0.022439319643507948	0.0401023369999986	0.2889358855332037	-0.0639068120394448	0.1168972424195349	0.072965475975617	0.04343009748536005	-0.0784878474999999	0.0015300810550607	-0.014213199647314899	-0.0722620700000007	-0.1192116071959157	0.0025783175067981	0.0597566045575543	-0.0093630859136215	-0.0345640000000013	-0.02636434890419105
IKZF2	-0.00792503066613515	-0.03525	0.0534259565520098	0.0346660105541779	-0.0727982177762096	-0.0408054670000002	-0.0009869974999996	0.0276498879999991	-0.0106478946540784	0.0416005568225297	0.039965996729175154	0.03189052299999945	0.045816873672247245	-0.21224945000000023	-0.0459034999999996	0.00997212142175825	0.0209100878473135	0.0214860579275668	0.03168985920148695	0.0029008027849606	-0.0352081736383551	-0.0285448366348828	0.04144047604188005	-0.042059196023517	-0.059499566487565	0.02042772249997845	-0.116259951326735	-0.19220807654741826	0.0281417227131806	-0.0013979048907701	0.1712634734278184	-0.0967850625348796	-0.00086285629723235	-0.0050712421214305	-0.281046713718065	0.0076250000000002	0.5493259524887846	0.0285020262104991	-0.0208625195786798	-0.0033525274012697	-0.1087822293725553	-0.0377636581532907	-0.1068710274072491	-0.0833457508093058	-0.1108270228432002	-0.06404651887114535	0.01074481	-0.0388780895579379	-0.0270312274249198	-0.0285558781746647	-0.0203541083763252
IKZF4	-0.09272000070102225	-0.158389971075834	-0.0095131132637193	-0.0780687130854662	0.1648217504701836	0.0164915059999994	-0.0188597324628734	-0.0529883107306932	-0.10274599684409864	0.04974022112434	0.0881753750955685	-0.05532170174999955	0.18370547836987366	-0.0069946178922290995	-0.0312865000000002	-0.0230534337690446	0.07659469578778305	0.02046245319619525	-0.0299046976176519	-0.0544773650325829	-0.0043492359518859	0.0241648566548581	0.24024412082651445	-0.023621908484495052	-0.0848558939489019	-0.03099609485342405	0.2915500000000001	0.0349846655710141	-0.0270692143675388	-0.0524305137745715	0.7599999999999998	-0.1454304395215636	-0.0146220829999999	-0.0480973253534946	0.031478012474739345	-0.0708687720000007	-0.17576843695977895	-0.0542377545623127	-0.0302615522722797	0.0398435816408095	0.02128460552089835	-0.0088620000000005	0.03542939120821415	-0.0519583993583222	0.0082260000000022	-0.042858813555449904	-0.02234720012500015	-0.02166866103002	-0.0159849197114017	-0.0401212878587169	-0.00284846139866975
IL10RB	0.2802678567721148	-0.15772915	0.0642815448060902	0.2184641547395256	-0.10930896022183575	0.0608975427500002	-0.0909892889154546	-0.036173856311301	-0.0781129269918067	0.1313542609834987	0.1073106773282814	0.1059406003709642	-0.047669142560229555	-0.013136997785707198	0.0045305000000013	0.011288185481963451	0.12307250307132489	-0.0410992631154732	-0.0692626624371138	0.08384205031285136	-0.0666847946587703	-0.04273264656906535	0.01060824295484785	-0.01854249151208355	-0.0026149999999999997	-0.0176665365561403	-0.0517499999999999	0.007517072779811801	0.0358500136060708	0.0951573294700303	-0.001380330228001	0.0614005446641433	-0.10638475182735095	0.02688733321209545	0.01716165371619385	0.0279450000000016	0.3462583122549079	0.4842300000000002	-0.0907639664409476	0.101445254469219	0.14521759303571935	0.1745428910134867	-0.0168934369088213	-0.09475447346966526	-0.2447208907263159	0.0210397295242982	0.067548571333022	-0.1393112585579334	-0.0097082160514911	-0.0591955724484698	-0.0100265177145137
IL11	0.160114684477711	-0.0342931775538776	0.0203936394395194	0.1097558758267784	-0.19749964902979839	-0.0110881910000006	0.1686016796131408	0.06329313802097535	0.0782007786712834	0.0229615550924018	1.177998712730612	0.0411549545	0.0	0.4162001883444193	-0.0028299789985213	-0.0142845760983854	-0.0033672653920375	-0.0176410521338747	0.0817614889661788	-0.0271000462406152	0.0457484284121672	-0.0159601723303346	-0.0028948916190403	0.00759614468625135	0.0639891655239528	0.3740908325501755	-0.0476318596119442	0.0	-0.0026826006240272503	0.0204531192790716	0.0243488245536305	0.5105376595946014	0.007770723804925	-0.00230653720317735	0.0664531587210404	-0.05377	0.0882474495696778	0.0003855162930119	0.024540888266606	0.0598612130108322	-0.0370753401895771	1.7456250000000004	-0.0651381196243945	1.73920714488645	1.7869572503152718	0.127591217954865	0.004947320540789	0.0110546734069325	-0.0901674185364758	0.0013940805507903	0.013316546166223301
IL11RA	0.0367091662446856	-0.2662368378721376	0.1203721309022203	0.1827394196530489	-0.006516878954492249	0.0038312090000012	-0.0469708507136914	-0.12320767939373375	-0.016356348562706298	-0.0693761799446104	-0.1197681215922212	0.07970117850000011	-0.29321495581342827	-0.0900388589016014	0.0449010909123162	-0.0479224965	-0.0378407069999999	-0.0673150960000006	-0.0682199381218842	-0.0023819539292804	-0.0354672852710264	0.01140531042803315	-0.3552705654944678	-0.0891779343634304	-6.381250000899992e-06	-0.1178364902938582	-0.09785	-0.04383050782009244	0.0057660460866957	-0.0803200649718602	0.2163386209488536	0.0497530351970993	0.0295403201475564	-0.0078481667782323	0.15924232171053493	-0.0259532900000003	-0.3021016328302828	-0.4053959168820223	0.0440819049373	-0.1054224134346701	-0.009846048182136	0.0681521189999996	-0.01452109222710685	-0.0567775038866926	-0.2400955178344874	0.07206646075000075	-0.067317115	-0.0439154572263698	-0.0314810765707598	-0.0321388219357499	-0.0478337063831233
IL13RA1	0.6108831845062266	0.02700000000000005	0.3940485622167742	0.4331464452071745	0.4083175119745642	0.0556958014935151	0.0421755559999996	0.04429888706529535	0.04501348421637755	-0.0980616547430521	0.0191172117814186	0.24670392750000006	0.1855762366652329	-0.07524977127910054	-0.0319714999999991	0.0320184052381713	0.00508218346684945	0.038654597499999846	0.0122596831192245	0.23700345203803463	-0.0455989566042989	-0.045190581025984	-0.037719626566513995	0.059472450212245204	0.02444329499999965	-0.0336206693830014	0.0192852537420495	0.01389582100473995	0.4391234669950333	0.0311675904541282	-0.1026576632910174	0.6061543821669879	-0.20874745267634331	0.3993475741222261	-0.1810771974918248	0.2343050000000009	-0.07930672144180034	0.2594267200000004	-0.01202294665294	0.1088546371504115	0.49104864017309424	0.2531984681176227	0.017492614663306053	0.10229028153612546	0.2019685000000013	0.054033204499825446	0.00745542981386665	-0.1049027567546081	-0.0918600206461963	0.0313375443609276	-0.01110000932582935
IL15	-0.0054143311628198	-0.0214797274104514	0.0413960305187304	0.0272214687350243	-0.39617872530928755	0.0259	0.0130990563861459	-0.00656393184345575	-0.030223161185553647	-0.0380824765248335	-0.0345023011924103	0.0112195223750002	-0.08114819368875864	-0.0257864285822446	0.0637850184629016	0.2723908984663494	0.9318433833527278	0.0588936890535685	-0.0724152436188627	-0.0312742664794987	0.0693811912847452	-0.10327318763530949	-0.0261015854957751	0.0021466312500005	0.01755225	0.3936192439479305	-0.0006200000000005	-0.0631570808006322	0.0011033972026153003	0.7374517999246306	-0.0012621391472507	0.0391705972806778	-0.1330607804999997	0.06378857253904495	-0.1046319527697251	0.0711068350000001	0.02057425144443025	0.1295445725226969	0.0793937406967697	0.2197060975388752	0.1133330615241401	0.1085364999999996	-0.00013527669901155018	0.09361585491979704	0.2935637212082049	0.07951266515597841	0.2609183473363639	0.0870050621975901	0.389361431266721	-0.0056152852882753	0.04607870233484965
IL17RA	-0.04315190954757625	0.0373505776792456	0.1074729622229746	0.1077963262223623	-0.1697798082554831	0.0271768966440308	-0.0024277037499999	-0.01621159568343605	0.11526899335178106	0.0736736212705277	-0.0764697361191268	0.13838437799999997	-0.09113919174618695	0.071901535013624	-0.0788422413134468	-0.000949662	0.00538400426581105	0.038948147070432204	0.0663577102241006	-0.05312329150549795	0.0501958550617462	0.0630455688617774	-0.0797572262486817	0.0326077184553783	-0.07252072555727634	-0.044317427889462	-0.1328305133840004	0.00325943505051645	-0.0476918717552319	0.0285980902077973	0.9015494441975812	-0.0615875878290523	-0.0229708616272712	0.01040781674267645	0.1697596270137742	0.0938933645420148	-0.35951168510056963	-0.3285914355776809	0.1267142302910979	-0.0184943340925376	-0.030537688981648353	-0.0551415541924611	-0.0263705244602574	0.0133619168371235	-0.0014232821446453	0.02617546700000025	-0.02515390124618165	0.0964237227725006	-0.0327570645587647	-0.0631860078070534	0.051639209158307504
IL17RC	0.0974938673122052	-0.1627295000381083	0.1126974678566501	0.1367499999999999	-0.07200462365985145	0.0332269444999999	-0.0049700220000001	-0.1092904587594585	-0.011531058470717899	0.0754357545620205	-0.0424444487932564	0.0986472334999999	-0.0690352146524302	-0.03927076460711325	-0.0223729999999999	0.0110459589999987	0.0580321213714152	-0.00712908040297755	-0.0858904214315852	0.0	0.0301757141705589	-0.02156527176214235	0.0	-0.0203120742771574	-0.0282455105000008	-0.014800315	-0.043275	0.0056158515036108005	-0.0111288579999992	0.1073475376730606	0.0797131227754661	0.0178012863642429	0.03578946376519675	0.0197636970940244	0.00661838130019585	-0.1889464999999983	0.14815008484219866	0.1443287316175308	0.0898699249891352	-0.1949612291562936	-0.04509249260416355	0.1376655633641492	0.0019517453201533998	-0.08308378397855959	-0.0853605750000028	0.08392976599999975	0.0087287727963314	0.06418979118159604	0.0148559975061388	-0.059469657768485	-0.0342394078944172
IL1R1	0.5263256167819104	0.0082020572864331	0.29538907354529	0.287	0.5095589477429119	0.0	0.0094285092381444	0.02681685381193325	0.0717119297269644	0.1561160108912549	-0.2657481651630746	-0.0245889545000008	0.24348603764651594	-0.1372563629715003	0.1250771149999998	0.0009784399999999	-0.0338529293669651	0.0167595932160224	-0.0120227369833255	0.0133006913069553	-0.0160449744741395	0.06480088897780775	0.04152786986377915	-0.06793665610528385	0.00783140000000015	0.047667546380114556	0.016492918537239748	0.0067157007213076	0.0518564020000003	-0.0601100207132763	0.1334180488357272	-0.2863730472382704	0.18115369183832405	0.14052083319522474	-0.10635901549927256	0.7009436742500004	0.1688426148229473	-0.0169047914190212	0.2109976191441798	0.0129438201728593	1.435802440168553	0.7560356374756205	0.029894092209831698	-0.1109628025199309	-0.3038552079653902	-0.013303474499999999	0.0399504814986455	0.062804236388505	-0.0134595865446653	-0.0976090000000002	-0.04758030775809005
IL1RAP	-0.2109851583714723	-0.03340784074328515	-0.0583303044072298	-0.0324458718963649	-0.39404746465291973	-0.0357773115000004	0.0398885794999999	0.0925567046840843	0.013487402502661353	0.0008450785818592	0.5085514565614586	-0.0133504124999999	0.57964387485899	0.1091574080328894	0.1255450000000006	0.0468526670000013	-0.018	0.15699383349999868	0.0904532741103738	0.0178030576146334	0.0365583487266851	0.036282739732414096	-0.0148005546574272	0.0321248541350849	-0.049834	0.0614586791730826	0.1193125	0.09971218897051115	0.1877869215000008	0.0709594961495749	0.7905610555292073	0.2727405452598304	0.0768999843990463	-0.00377916171311505	-0.09956450443668971	-0.0005349669999992	-0.0478472678462993	-0.438048710871584	0.0160377651632153	0.1438027422019301	0.47546237243322986	0.0484848985623901	-0.0433918911683832	0.14671484272358426	0.1020374240000006	-0.0161605820000001	-0.01362651289464455	0.0734499319584403	-0.0331548980054901	0.0709492772205293	-0.07245056218817605
IL21R	-0.0406293848581409	0.0210616155278295	0.048293000000001	0.0179536988772298	0.7562925700868628	0.0006364337499995	-0.00435458683310235	-0.0062938536586741	0.0644067213935801	-0.0001486824647773	-0.217474991032322	-0.045639940250000455	0.06603790570338085	0.1187762840626225	-0.0154152463942991	-0.0160386293249858	0.01221124158868935	0.0012113314187749001	-0.007177646488535	0.2050632921936815	0.1242236958296434	0.0	-0.07930573209873865	0.01853554069222485	-0.006874999999999949	-0.01520675521119625	0.03125	-0.055375574121609955	0.020336742	0.0020944764876502	0.0	0.0	0.068900892046811	-0.0085585428052803	0.026296282471800648	0.0252049999999997	0.37300349270013483	0.2868435960000002	-0.1132706903707987	-0.00501932837207	-0.02901615866993975	-0.0396941265951081	-0.03898944071646255	0.0942496061503255	0.0376655893716297	0.0142499075963909	0.0009583681363563999	-0.0200489652744133	0.0105714743530596	-0.0031582592500001	-0.06434096871924795
IL32	-0.1217609341522916	-0.0214797274104514	-0.0124182173724811	-0.0567051085610844	-0.32026422775494146	0.7511125917499974	0.0899506169999998	0.00860482965923765	-0.1490791289324533	-0.095184371226356	0.15353174780188	0.08378342249999934	-0.07406389199999895	-0.009158525862484748	0.2272727122499996	0.0379927562410689	1.0473776194103994	-0.0004865513750003	0.0002617608739401	0.03355856565399025	0.2637979005176101	0.02926015754921525	0.6000695006342638	0.0327510814471345	0.46587117833970604	1.2227355324462792	0.2614200000000002	0.21912761019910837	0.1750277726842188	0.5836741437951698	0.6395210414268568	2.180321145642772	0.0424710219732501	0.0502629719074274	0.1266395222694884	0.1754962804668203	0.02688487943979885	0.0490865229999997	-0.2164282023355	0.0464173017175095	0.12163781211589025	-0.0130106286238368	0.0092381856182726	0.15799128911424495	-0.0060590931283392	-0.013250924232798151	1.1549674134999997	0.3465421348638755	0.7800275591396932	-0.0398011414589931	0.04557429104220365
